TrtID,TrtDesc,GermWP,GermTemp,CumTime,nTotal,nGerminated
1,Tomato-15C-Water,0,15,95,50,3
1,Tomato-15C-Water,0,15,101,50,4
1,Tomato-15C-Water,0,15,103,50,5
1,Tomato-15C-Water,0,15,106,50,6
1,Tomato-15C-Water,0,15,108,50,8
1,Tomato-15C-Water,0,15,110,50,10
1,Tomato-15C-Water,0,15,112,50,13
1,Tomato-15C-Water,0,15,115,50,14
1,Tomato-15C-Water,0,15,118,50,17
1,Tomato-15C-Water,0,15,120,50,20
1,Tomato-15C-Water,0,15,122,50,21
1,Tomato-15C-Water,0,15,125,50,24
1,Tomato-15C-Water,0,15,127,50,26
1,Tomato-15C-Water,0,15,129,50,29
1,Tomato-15C-Water,0,15,131,50,30
1,Tomato-15C-Water,0,15,133,50,35
1,Tomato-15C-Water,0,15,136,50,36
1,Tomato-15C-Water,0,15,138,50,38
1,Tomato-15C-Water,0,15,141,50,40
1,Tomato-15C-Water,0,15,144,50,42
1,Tomato-15C-Water,0,15,149,50,44
1,Tomato-15C-Water,0,15,155,50,46
1,Tomato-15C-Water,0,15,166,50,47
1,Tomato-15C-Water,0,15,169,50,48
1,Tomato-15C-Water,0,15,175,50,48
1,Tomato-15C-Water,0,15,180,50,48
1,Tomato-15C-Water,0,15,185,50,48
1,Tomato-15C-Water,0,15,190,50,48
2,Tomato-15C-0.25MPa,-0.25,15,141,50,3
2,Tomato-15C-0.25MPa,-0.25,15,142,50,3
2,Tomato-15C-0.25MPa,-0.25,15,145,50,4
2,Tomato-15C-0.25MPa,-0.25,15,146,50,5
2,Tomato-15C-0.25MPa,-0.25,15,151,50,5
2,Tomato-15C-0.25MPa,-0.25,15,152,50,6
2,Tomato-15C-0.25MPa,-0.25,15,153,50,6
2,Tomato-15C-0.25MPa,-0.25,15,154,50,7
2,Tomato-15C-0.25MPa,-0.25,15,156,50,8
2,Tomato-15C-0.25MPa,-0.25,15,157,50,8
2,Tomato-15C-0.25MPa,-0.25,15,158,50,9
2,Tomato-15C-0.25MPa,-0.25,15,159,50,10
2,Tomato-15C-0.25MPa,-0.25,15,160,50,11
2,Tomato-15C-0.25MPa,-0.25,15,162,50,13
2,Tomato-15C-0.25MPa,-0.25,15,164,50,13
2,Tomato-15C-0.25MPa,-0.25,15,165,50,19
2,Tomato-15C-0.25MPa,-0.25,15,166,50,22
2,Tomato-15C-0.25MPa,-0.25,15,167,50,23
2,Tomato-15C-0.25MPa,-0.25,15,170,50,25
2,Tomato-15C-0.25MPa,-0.25,15,171,50,26
2,Tomato-15C-0.25MPa,-0.25,15,172,50,28
2,Tomato-15C-0.25MPa,-0.25,15,173,50,28
2,Tomato-15C-0.25MPa,-0.25,15,174,50,29
2,Tomato-15C-0.25MPa,-0.25,15,176,50,30
2,Tomato-15C-0.25MPa,-0.25,15,177,50,30
2,Tomato-15C-0.25MPa,-0.25,15,178,50,31
2,Tomato-15C-0.25MPa,-0.25,15,179,50,32
2,Tomato-15C-0.25MPa,-0.25,15,180,50,33
2,Tomato-15C-0.25MPa,-0.25,15,181,50,34
2,Tomato-15C-0.25MPa,-0.25,15,184,50,35
2,Tomato-15C-0.25MPa,-0.25,15,188,50,35
2,Tomato-15C-0.25MPa,-0.25,15,189,50,36
2,Tomato-15C-0.25MPa,-0.25,15,190,50,36
2,Tomato-15C-0.25MPa,-0.25,15,192,50,38
2,Tomato-15C-0.25MPa,-0.25,15,193,50,39
2,Tomato-15C-0.25MPa,-0.25,15,194,50,40
2,Tomato-15C-0.25MPa,-0.25,15,195,50,41
2,Tomato-15C-0.25MPa,-0.25,15,200,50,42
2,Tomato-15C-0.25MPa,-0.25,15,202,50,43
2,Tomato-15C-0.25MPa,-0.25,15,203,50,45
2,Tomato-15C-0.25MPa,-0.25,15,204,50,45
2,Tomato-15C-0.25MPa,-0.25,15,209,50,46
2,Tomato-15C-0.25MPa,-0.25,15,210,50,47
2,Tomato-15C-0.25MPa,-0.25,15,216,50,47
2,Tomato-15C-0.25MPa,-0.25,15,226,50,48
2,Tomato-15C-0.25MPa,-0.25,15,231,50,48
2,Tomato-15C-0.25MPa,-0.25,15,241,50,49
2,Tomato-15C-0.25MPa,-0.25,15,264,50,49
3,Tomato-15C-0.4MPa,-0.4,15,152,50,3
3,Tomato-15C-0.4MPa,-0.4,15,153,50,3
3,Tomato-15C-0.4MPa,-0.4,15,154,50,4
3,Tomato-15C-0.4MPa,-0.4,15,156,50,4
3,Tomato-15C-0.4MPa,-0.4,15,162,50,5
3,Tomato-15C-0.4MPa,-0.4,15,163,50,7
3,Tomato-15C-0.4MPa,-0.4,15,164,50,7
3,Tomato-15C-0.4MPa,-0.4,15,166,50,8
3,Tomato-15C-0.4MPa,-0.4,15,169,50,8
3,Tomato-15C-0.4MPa,-0.4,15,172,50,9
3,Tomato-15C-0.4MPa,-0.4,15,177,50,10
3,Tomato-15C-0.4MPa,-0.4,15,180,50,10
3,Tomato-15C-0.4MPa,-0.4,15,183,50,11
3,Tomato-15C-0.4MPa,-0.4,15,186,50,11
3,Tomato-15C-0.4MPa,-0.4,15,189,50,13
3,Tomato-15C-0.4MPa,-0.4,15,190,50,13
3,Tomato-15C-0.4MPa,-0.4,15,192,50,14
3,Tomato-15C-0.4MPa,-0.4,15,193,50,15
3,Tomato-15C-0.4MPa,-0.4,15,195,50,15
3,Tomato-15C-0.4MPa,-0.4,15,196,50,16
3,Tomato-15C-0.4MPa,-0.4,15,197,50,16
3,Tomato-15C-0.4MPa,-0.4,15,198,50,17
3,Tomato-15C-0.4MPa,-0.4,15,199,50,18
3,Tomato-15C-0.4MPa,-0.4,15,200,50,19
3,Tomato-15C-0.4MPa,-0.4,15,201,50,20
3,Tomato-15C-0.4MPa,-0.4,15,203,50,22
3,Tomato-15C-0.4MPa,-0.4,15,204,50,24
3,Tomato-15C-0.4MPa,-0.4,15,205,50,26
3,Tomato-15C-0.4MPa,-0.4,15,206,50,26
3,Tomato-15C-0.4MPa,-0.4,15,207,50,27
3,Tomato-15C-0.4MPa,-0.4,15,209,50,28
3,Tomato-15C-0.4MPa,-0.4,15,210,50,29
3,Tomato-15C-0.4MPa,-0.4,15,212,50,29
3,Tomato-15C-0.4MPa,-0.4,15,214,50,30
3,Tomato-15C-0.4MPa,-0.4,15,220,50,31
3,Tomato-15C-0.4MPa,-0.4,15,222,50,31
3,Tomato-15C-0.4MPa,-0.4,15,223,50,34
3,Tomato-15C-0.4MPa,-0.4,15,224,50,40
3,Tomato-15C-0.4MPa,-0.4,15,225,50,41
3,Tomato-15C-0.4MPa,-0.4,15,226,50,41
3,Tomato-15C-0.4MPa,-0.4,15,227,50,42
3,Tomato-15C-0.4MPa,-0.4,15,228,50,44
3,Tomato-15C-0.4MPa,-0.4,15,229,50,45
3,Tomato-15C-0.4MPa,-0.4,15,237,50,45
3,Tomato-15C-0.4MPa,-0.4,15,238,50,46
3,Tomato-15C-0.4MPa,-0.4,15,246,50,46
3,Tomato-15C-0.4MPa,-0.4,15,250,50,47
3,Tomato-15C-0.4MPa,-0.4,15,251,50,47
3,Tomato-15C-0.4MPa,-0.4,15,257,50,48
3,Tomato-15C-0.4MPa,-0.4,15,282,50,49
3,Tomato-15C-0.4MPa,-0.4,15,283,50,49
4,Tomato-20C-Water,0,20,70,50,3
4,Tomato-20C-Water,0,20,71,50,4
4,Tomato-20C-Water,0,20,73,50,5
4,Tomato-20C-Water,0,20,74,50,6
4,Tomato-20C-Water,0,20,75,50,7
4,Tomato-20C-Water,0,20,76,50,9
4,Tomato-20C-Water,0,20,77,50,10
4,Tomato-20C-Water,0,20,78,50,11
4,Tomato-20C-Water,0,20,79,50,14
4,Tomato-20C-Water,0,20,80,50,15
4,Tomato-20C-Water,0,20,81,50,16
4,Tomato-20C-Water,0,20,82,50,17
4,Tomato-20C-Water,0,20,83,50,18
4,Tomato-20C-Water,0,20,85,50,21
4,Tomato-20C-Water,0,20,86,50,22
4,Tomato-20C-Water,0,20,87,50,23
4,Tomato-20C-Water,0,20,88,50,26
4,Tomato-20C-Water,0,20,89,50,27
4,Tomato-20C-Water,0,20,90,50,28
4,Tomato-20C-Water,0,20,91,50,31
4,Tomato-20C-Water,0,20,92,50,33
4,Tomato-20C-Water,0,20,93,50,34
4,Tomato-20C-Water,0,20,95,50,37
4,Tomato-20C-Water,0,20,96,50,40
4,Tomato-20C-Water,0,20,97,50,41
4,Tomato-20C-Water,0,20,98,50,42
4,Tomato-20C-Water,0,20,99,50,43
4,Tomato-20C-Water,0,20,101,50,43
4,Tomato-20C-Water,0,20,102,50,45
4,Tomato-20C-Water,0,20,103,50,46
4,Tomato-20C-Water,0,20,106,50,47
4,Tomato-20C-Water,0,20,107,50,47
4,Tomato-20C-Water,0,20,109,50,48
4,Tomato-20C-Water,0,20,116,50,49
4,Tomato-20C-Water,0,20,121,50,49
5,Tomato-20C-0.25MPa,-0.25,20,81,50,3
5,Tomato-20C-0.25MPa,-0.25,20,83,50,4
5,Tomato-20C-0.25MPa,-0.25,20,85,50,5
5,Tomato-20C-0.25MPa,-0.25,20,86,50,5
5,Tomato-20C-0.25MPa,-0.25,20,87,50,6
5,Tomato-20C-0.25MPa,-0.25,20,88,50,7
5,Tomato-20C-0.25MPa,-0.25,20,89,50,7
5,Tomato-20C-0.25MPa,-0.25,20,90,50,8
5,Tomato-20C-0.25MPa,-0.25,20,91,50,9
5,Tomato-20C-0.25MPa,-0.25,20,92,50,11
5,Tomato-20C-0.25MPa,-0.25,20,93,50,12
5,Tomato-20C-0.25MPa,-0.25,20,94,50,13
5,Tomato-20C-0.25MPa,-0.25,20,95,50,14
5,Tomato-20C-0.25MPa,-0.25,20,96,50,17
5,Tomato-20C-0.25MPa,-0.25,20,97,50,19
5,Tomato-20C-0.25MPa,-0.25,20,98,50,20
5,Tomato-20C-0.25MPa,-0.25,20,99,50,22
5,Tomato-20C-0.25MPa,-0.25,20,100,50,23
5,Tomato-20C-0.25MPa,-0.25,20,101,50,24
5,Tomato-20C-0.25MPa,-0.25,20,102,50,26
5,Tomato-20C-0.25MPa,-0.25,20,103,50,28
5,Tomato-20C-0.25MPa,-0.25,20,104,50,29
5,Tomato-20C-0.25MPa,-0.25,20,105,50,30
5,Tomato-20C-0.25MPa,-0.25,20,106,50,31
5,Tomato-20C-0.25MPa,-0.25,20,107,50,32
5,Tomato-20C-0.25MPa,-0.25,20,108,50,34
5,Tomato-20C-0.25MPa,-0.25,20,109,50,36
5,Tomato-20C-0.25MPa,-0.25,20,110,50,36
5,Tomato-20C-0.25MPa,-0.25,20,111,50,37
5,Tomato-20C-0.25MPa,-0.25,20,112,50,38
5,Tomato-20C-0.25MPa,-0.25,20,113,50,38
5,Tomato-20C-0.25MPa,-0.25,20,114,50,40
5,Tomato-20C-0.25MPa,-0.25,20,115,50,41
5,Tomato-20C-0.25MPa,-0.25,20,116,50,41
5,Tomato-20C-0.25MPa,-0.25,20,117,50,42
5,Tomato-20C-0.25MPa,-0.25,20,118,50,42
5,Tomato-20C-0.25MPa,-0.25,20,120,50,43
5,Tomato-20C-0.25MPa,-0.25,20,121,50,43
5,Tomato-20C-0.25MPa,-0.25,20,122,50,44
5,Tomato-20C-0.25MPa,-0.25,20,123,50,45
5,Tomato-20C-0.25MPa,-0.25,20,125,50,45
5,Tomato-20C-0.25MPa,-0.25,20,127,50,46
5,Tomato-20C-0.25MPa,-0.25,20,128,50,47
5,Tomato-20C-0.25MPa,-0.25,20,131,50,47
5,Tomato-20C-0.25MPa,-0.25,20,133,50,48
5,Tomato-20C-0.25MPa,-0.25,20,136,50,49
5,Tomato-20C-0.25MPa,-0.25,20,146,50,49
6,Tomato-20C-0.4MPa,-0.4,20,100,50,3
6,Tomato-20C-0.4MPa,-0.4,20,102,50,3
6,Tomato-20C-0.4MPa,-0.4,20,103,50,4
6,Tomato-20C-0.4MPa,-0.4,20,104,50,4
6,Tomato-20C-0.4MPa,-0.4,20,106,50,5
6,Tomato-20C-0.4MPa,-0.4,20,107,50,7
6,Tomato-20C-0.4MPa,-0.4,20,108,50,7
6,Tomato-20C-0.4MPa,-0.4,20,109,50,8
6,Tomato-20C-0.4MPa,-0.4,20,110,50,9
6,Tomato-20C-0.4MPa,-0.4,20,111,50,12
6,Tomato-20C-0.4MPa,-0.4,20,112,50,13
6,Tomato-20C-0.4MPa,-0.4,20,113,50,14
6,Tomato-20C-0.4MPa,-0.4,20,115,50,15
6,Tomato-20C-0.4MPa,-0.4,20,117,50,17
6,Tomato-20C-0.4MPa,-0.4,20,118,50,19
6,Tomato-20C-0.4MPa,-0.4,20,119,50,21
6,Tomato-20C-0.4MPa,-0.4,20,120,50,22
6,Tomato-20C-0.4MPa,-0.4,20,123,50,23
6,Tomato-20C-0.4MPa,-0.4,20,124,50,24
6,Tomato-20C-0.4MPa,-0.4,20,125,50,26
6,Tomato-20C-0.4MPa,-0.4,20,126,50,27
6,Tomato-20C-0.4MPa,-0.4,20,127,50,28
6,Tomato-20C-0.4MPa,-0.4,20,128,50,29
6,Tomato-20C-0.4MPa,-0.4,20,129,50,31
6,Tomato-20C-0.4MPa,-0.4,20,131,50,35
6,Tomato-20C-0.4MPa,-0.4,20,132,50,35
6,Tomato-20C-0.4MPa,-0.4,20,134,50,37
6,Tomato-20C-0.4MPa,-0.4,20,135,50,38
6,Tomato-20C-0.4MPa,-0.4,20,136,50,39
6,Tomato-20C-0.4MPa,-0.4,20,138,50,39
6,Tomato-20C-0.4MPa,-0.4,20,139,50,40
6,Tomato-20C-0.4MPa,-0.4,20,141,50,41
6,Tomato-20C-0.4MPa,-0.4,20,142,50,42
6,Tomato-20C-0.4MPa,-0.4,20,143,50,42
6,Tomato-20C-0.4MPa,-0.4,20,144,50,44
6,Tomato-20C-0.4MPa,-0.4,20,145,50,44
6,Tomato-20C-0.4MPa,-0.4,20,153,50,45
6,Tomato-20C-0.4MPa,-0.4,20,154,50,46
6,Tomato-20C-0.4MPa,-0.4,20,155,50,47
6,Tomato-20C-0.4MPa,-0.4,20,156,50,47
6,Tomato-20C-0.4MPa,-0.4,20,157,50,48
6,Tomato-20C-0.4MPa,-0.4,20,162,50,49
6,Tomato-20C-0.4MPa,-0.4,20,173,50,49
7,Tomato-25C-Water,0,25,47,50,2
7,Tomato-25C-Water,0,25,48,50,2
7,Tomato-25C-Water,0,25,49,50,3
7,Tomato-25C-Water,0,25,50,50,4
7,Tomato-25C-Water,0,25,51,50,5
7,Tomato-25C-Water,0,25,52,50,6
7,Tomato-25C-Water,0,25,53,50,7
7,Tomato-25C-Water,0,25,54,50,8
7,Tomato-25C-Water,0,25,55,50,9
7,Tomato-25C-Water,0,25,56,50,9
7,Tomato-25C-Water,0,25,57,50,11
7,Tomato-25C-Water,0,25,58,50,12
7,Tomato-25C-Water,0,25,59,50,14
7,Tomato-25C-Water,0,25,60,50,15
7,Tomato-25C-Water,0,25,61,50,16
7,Tomato-25C-Water,0,25,62,50,17
7,Tomato-25C-Water,0,25,63,50,19
7,Tomato-25C-Water,0,25,64,50,20
7,Tomato-25C-Water,0,25,65,50,21
7,Tomato-25C-Water,0,25,66,50,23
7,Tomato-25C-Water,0,25,67,50,24
7,Tomato-25C-Water,0,25,68,50,26
7,Tomato-25C-Water,0,25,69,50,29
7,Tomato-25C-Water,0,25,70,50,30
7,Tomato-25C-Water,0,25,71,50,32
7,Tomato-25C-Water,0,25,72,50,33
7,Tomato-25C-Water,0,25,73,50,35
7,Tomato-25C-Water,0,25,74,50,36
7,Tomato-25C-Water,0,25,75,50,37
7,Tomato-25C-Water,0,25,76,50,38
7,Tomato-25C-Water,0,25,77,50,40
7,Tomato-25C-Water,0,25,78,50,42
7,Tomato-25C-Water,0,25,79,50,43
7,Tomato-25C-Water,0,25,80,50,44
7,Tomato-25C-Water,0,25,81,50,45
7,Tomato-25C-Water,0,25,82,50,46
7,Tomato-25C-Water,0,25,83,50,46
7,Tomato-25C-Water,0,25,84,50,47
7,Tomato-25C-Water,0,25,85,50,48
7,Tomato-25C-Water,0,25,86,50,48
7,Tomato-25C-Water,0,25,87,50,49
7,Tomato-25C-Water,0,25,88,50,49
7,Tomato-25C-Water,0,25,89,50,49
7,Tomato-25C-Water,0,25,90,50,49
7,Tomato-25C-Water,0,25,91,50,49
7,Tomato-25C-Water,0,25,92,50,49
7,Tomato-25C-Water,0,25,93,50,49
7,Tomato-25C-Water,0,25,94,50,49
8,Tomato-25C-0.25MPa,-0.25,25,59,50,2
8,Tomato-25C-0.25MPa,-0.25,25,61,50,2
8,Tomato-25C-0.25MPa,-0.25,25,63,50,3
8,Tomato-25C-0.25MPa,-0.25,25,65,50,4
8,Tomato-25C-0.25MPa,-0.25,25,67,50,5
8,Tomato-25C-0.25MPa,-0.25,25,69,50,5
8,Tomato-25C-0.25MPa,-0.25,25,71,50,7
8,Tomato-25C-0.25MPa,-0.25,25,73,50,9
8,Tomato-25C-0.25MPa,-0.25,25,75,50,11
8,Tomato-25C-0.25MPa,-0.25,25,77,50,15
8,Tomato-25C-0.25MPa,-0.25,25,79,50,17
8,Tomato-25C-0.25MPa,-0.25,25,81,50,20
8,Tomato-25C-0.25MPa,-0.25,25,83,50,24
8,Tomato-25C-0.25MPa,-0.25,25,85,50,26
8,Tomato-25C-0.25MPa,-0.25,25,87,50,29
8,Tomato-25C-0.25MPa,-0.25,25,89,50,33
8,Tomato-25C-0.25MPa,-0.25,25,91,50,36
8,Tomato-25C-0.25MPa,-0.25,25,93,50,38
8,Tomato-25C-0.25MPa,-0.25,25,95,50,40
8,Tomato-25C-0.25MPa,-0.25,25,97,50,41
8,Tomato-25C-0.25MPa,-0.25,25,99,50,42
8,Tomato-25C-0.25MPa,-0.25,25,101,50,43
8,Tomato-25C-0.25MPa,-0.25,25,103,50,44
8,Tomato-25C-0.25MPa,-0.25,25,105,50,46
8,Tomato-25C-0.25MPa,-0.25,25,107,50,47
8,Tomato-25C-0.25MPa,-0.25,25,109,50,48
8,Tomato-25C-0.25MPa,-0.25,25,111,50,48
8,Tomato-25C-0.25MPa,-0.25,25,113,50,48
8,Tomato-25C-0.25MPa,-0.25,25,115,50,49
8,Tomato-25C-0.25MPa,-0.25,25,117,50,49
8,Tomato-25C-0.25MPa,-0.25,25,119,50,49
8,Tomato-25C-0.25MPa,-0.25,25,121,50,49
8,Tomato-25C-0.25MPa,-0.25,25,123,50,49
9,Tomato-25C-0.4MPa,-0.4,25,77,50,2
9,Tomato-25C-0.4MPa,-0.4,25,78,50,2
9,Tomato-25C-0.4MPa,-0.4,25,79,50,3
9,Tomato-25C-0.4MPa,-0.4,25,80,50,3
9,Tomato-25C-0.4MPa,-0.4,25,81,50,4
9,Tomato-25C-0.4MPa,-0.4,25,82,50,4
9,Tomato-25C-0.4MPa,-0.4,25,83,50,5
9,Tomato-25C-0.4MPa,-0.4,25,84,50,6
9,Tomato-25C-0.4MPa,-0.4,25,85,50,7
9,Tomato-25C-0.4MPa,-0.4,25,86,50,7
9,Tomato-25C-0.4MPa,-0.4,25,87,50,8
9,Tomato-25C-0.4MPa,-0.4,25,88,50,10
9,Tomato-25C-0.4MPa,-0.4,25,89,50,10
9,Tomato-25C-0.4MPa,-0.4,25,90,50,11
9,Tomato-25C-0.4MPa,-0.4,25,91,50,12
9,Tomato-25C-0.4MPa,-0.4,25,92,50,13
9,Tomato-25C-0.4MPa,-0.4,25,93,50,14
9,Tomato-25C-0.4MPa,-0.4,25,94,50,15
9,Tomato-25C-0.4MPa,-0.4,25,95,50,16
9,Tomato-25C-0.4MPa,-0.4,25,96,50,17
9,Tomato-25C-0.4MPa,-0.4,25,97,50,18
9,Tomato-25C-0.4MPa,-0.4,25,98,50,18
9,Tomato-25C-0.4MPa,-0.4,25,99,50,18
9,Tomato-25C-0.4MPa,-0.4,25,100,50,19
9,Tomato-25C-0.4MPa,-0.4,25,101,50,21
9,Tomato-25C-0.4MPa,-0.4,25,102,50,22
9,Tomato-25C-0.4MPa,-0.4,25,103,50,24
9,Tomato-25C-0.4MPa,-0.4,25,104,50,25
9,Tomato-25C-0.4MPa,-0.4,25,105,50,27
9,Tomato-25C-0.4MPa,-0.4,25,106,50,28
9,Tomato-25C-0.4MPa,-0.4,25,107,50,30
9,Tomato-25C-0.4MPa,-0.4,25,108,50,31
9,Tomato-25C-0.4MPa,-0.4,25,109,50,32
9,Tomato-25C-0.4MPa,-0.4,25,110,50,33
9,Tomato-25C-0.4MPa,-0.4,25,111,50,33
9,Tomato-25C-0.4MPa,-0.4,25,112,50,35
9,Tomato-25C-0.4MPa,-0.4,25,113,50,36
9,Tomato-25C-0.4MPa,-0.4,25,114,50,37
9,Tomato-25C-0.4MPa,-0.4,25,115,50,38
9,Tomato-25C-0.4MPa,-0.4,25,116,50,39
9,Tomato-25C-0.4MPa,-0.4,25,117,50,39
9,Tomato-25C-0.4MPa,-0.4,25,118,50,40
9,Tomato-25C-0.4MPa,-0.4,25,119,50,41
9,Tomato-25C-0.4MPa,-0.4,25,120,50,41
9,Tomato-25C-0.4MPa,-0.4,25,121,50,41
9,Tomato-25C-0.4MPa,-0.4,25,122,50,42
9,Tomato-25C-0.4MPa,-0.4,25,123,50,43
9,Tomato-25C-0.4MPa,-0.4,25,124,50,43
9,Tomato-25C-0.4MPa,-0.4,25,125,50,44
9,Tomato-25C-0.4MPa,-0.4,25,126,50,44
9,Tomato-25C-0.4MPa,-0.4,25,127,50,44
9,Tomato-25C-0.4MPa,-0.4,25,128,50,45
9,Tomato-25C-0.4MPa,-0.4,25,129,50,45
9,Tomato-25C-0.4MPa,-0.4,25,130,50,45
9,Tomato-25C-0.4MPa,-0.4,25,131,50,45
9,Tomato-25C-0.4MPa,-0.4,25,132,50,46
9,Tomato-25C-0.4MPa,-0.4,25,133,50,46
9,Tomato-25C-0.4MPa,-0.4,25,134,50,48
9,Tomato-25C-0.4MPa,-0.4,25,135,50,48
9,Tomato-25C-0.4MPa,-0.4,25,136,50,48
9,Tomato-25C-0.4MPa,-0.4,25,137,50,48
9,Tomato-25C-0.4MPa,-0.4,25,138,50,49
9,Tomato-25C-0.4MPa,-0.4,25,139,50,49
9,Tomato-25C-0.4MPa,-0.4,25,140,50,49
9,Tomato-25C-0.4MPa,-0.4,25,141,50,49
